Gene.Symbol,pval,fdr,fitmean,phase,rAMP,rsq
N4BP2L2,1.76627416914599e-06,0.00104345244004313,97.4650891867683,0.15145915695022,0.22715903523751,0.234190570036434
CRY1,2.15790399105131e-06,0.00123839027326448,245.391123208611,5.95776530214537,0.243473167386005,0.284793994641497
CRY2,2.2998006761199e-06,0.00126633780688933,64.5097742740891,3.17280104242525,0.156208925303089,0.246111340636346
C14orf1,2.99763946898235e-06,0.00158448911510472,229.156690338396,3.17337183759684,0.10593671211113,0.224382367139226
TRIM5,3.14509751098146e-06,0.00161980586168138,40.4367422492919,2.9671802687193,0.131543399561365,0.209205827915129
ARHGEF10,3.36625242680633e-06,0.00166166072996487,80.6046448746231,2.87820466962354,0.195765438991503,0.212756097642827
ANKRA2,3.42452870349952e-06,0.00166166072996487,131.235335073995,0.0802554462114982,0.124774992652426,0.252935615532225
TNS4,3.59174678266072e-06,0.00167776339247728,77.2217794206885,3.08581224648897,0.157771620413499,0.216331208959676
HOOK2,4.47676039982969e-06,0.00199822687535509,49.1725726570149,3.21912707907235,0.145566278212311,0.209273015292172
FNDC3B,4.60829356141446e-06,0.0020122214016211,140.909815655103,2.83825177820482,0.113348072916001,0.184913691091521
MEGF6,4.8032139782217e-06,0.00205270970141619,112.003372528689,2.98928601923131,0.21771155811959,0.223568808555111
B4GALT2,5.00838318728825e-06,0.00209579968124733,301.155380047875,2.96036802604846,0.105737906842926,0.263521221027676
FLJ10038 /// GABPB1,5.87609731605987e-06,0.00236054581380757,96.3339887981028,2.90681854879493,0.125494233812332,0.26610879500237
TAF9B,6.5831864612953e-06,0.00254288237041495,114.442000244577,2.91209815425429,0.107187770210229,0.212072575516011
THAP11,8.54231775049286e-06,0.00323737725163018,136.910757368537,5.80850136705023,0.10028630029101,0.234340606448129
HCG8 /// ZNRD1-AS1,1.18649074546395e-05,0.00425568805596231,16.5042749749556,1.6738990343324,0.17771287843122,0.129628400748878
ASCC3,1.33950523615312e-05,0.00472022845146868,77.0584365679291,4.23214389995546,0.11896997000201,0.131172628197275
IL17RD,1.70342116352362e-05,0.00579913855771788,34.7484602656587,2.76737380055064,0.192241445798709,0.216844751055265
ETS2,2.2213220553291e-05,0.00743624580055672,607.263101918944,3.97201920769557,0.174899657839461,0.200427402606327
GNA12,2.41790504622585e-05,0.00783323238040202,45.3814660381391,2.47890773513173,0.104679624032483,0.170311403978857
CDC25B,2.56831428813165e-05,0.00793648627560188,66.1004492360723,1.87954586428454,0.173696190673619,0.166462161437643
TMEM168,2.79076739924111e-05,0.00849323545169045,542.05717665825,2.23607471972061,0.104985006795373,0.243863415679115
MTHFD2,3.31620666842447e-05,0.00965352567274984,339.44779590479,6.04742400710138,0.148094447139102,0.158621327765182
SETBP1,3.80213998590895e-05,0.0109099691081382,68.182516682083,3.30898026630717,0.188893442728774,0.266031842982539
KLF7,4.39764643486162e-05,0.0122682119848098,27.6950838015735,2.46936344580713,0.201389308766021,0.165793356305785
PLLP,5.03834271194936e-05,0.0136756961773263,370.213145981843,4.32419085518659,0.137531564067094,0.220580870842086
NPY1R,5.40279453811188e-05,0.0142790172490152,270.13552207484,6.11048698150985,0.201810378359697,0.176072215365137
STOM,5.48997355613867e-05,0.014320988162156,185.363823161791,3.36091850886831,0.123103311100157,0.188833276618918
PPT2,5.60005804957076e-05,0.0144208674338049,126.932435200991,6.13965728759487,0.123780807069117,0.142614649287987
PDK1,6.89240597265828e-05,0.016679622453833,293.976297322836,2.80907520269094,0.125848706695009,0.158509053465629
UST,7.05297059867549e-05,0.0168649961244043,51.1328104161792,3.13852170611906,0.18271907496937,0.150383550358446
WEE1,7.3766536984099e-05,0.0174314666101484,487.101073953169,3.2541504523771,0.195503482302672,0.187284490957349
UEVLD,7.63702445376602e-05,0.0178112925450052,52.9550535713762,6.2100096500936,0.157383249054084,0.245219588358609
ME2,8.87850199328133e-05,0.0200374821389942,94.5880165975203,2.89191285884289,0.121823313452983,0.201264053798099
SRPRB,9.47209554508222e-05,0.020680055556361,195.313369823456,5.88191805043417,0.111507663693139,0.163972491550404
BLNK,0.000101424781598469,0.0219055716471705,208.362287602045,2.4882865251514,0.135208204423429,0.149418940684288
PRKCZ,0.000102714139024074,0.0219480446429526,35.938502014524,3.01822864482246,0.155768682978373,0.203451436971798
GGA2,0.000111723226607241,0.0234510827653332,40.0200672966855,2.73035165054884,0.100501073602681,0.135524632609505
ETV5,0.000112083239344418,0.0234510827653332,68.6190088142562,2.51704152698914,0.211400781850799,0.159595780541609
NHS,0.000115755168630605,0.0239696733723126,23.7403394604872,3.04263940969503,0.147998703847057,0.165835601710696
IL2RB,0.000135550859644118,0.0264337336583665,84.5947286183102,2.95584038018487,0.260373771981766,0.17325019157359
HR,0.000137801580782693,0.0266142553038574,128.977268511328,0.807821768108725,0.130729313785768,0.157402413716709
ZFPM2,0.000145508872199218,0.027835154352319,23.321682453214,3.02205892000723,0.251432205190345,0.191575191666905
KIF20A,0.000185476601583634,0.0341787432973291,18.4730445656459,1.61500916633309,0.188892748344523,0.105220350531006
GBP2,0.000193892433497433,0.0351905744257519,342.717705122665,3.01303171213623,0.119642789061314,0.146443867453039
CHML,0.00020592102424466,0.0362818394120898,151.695971666478,2.38834275707399,0.118011713009032,0.149335750605081
VCL,0.00022075470344507,0.0385572084643276,759.548043465364,3.13664872183227,0.132343822819625,0.215622915721674
DIDO1,0.000226178213751593,0.0391639275984009,57.4878112648754,4.27254161415835,0.121222579329917,0.13430654389803
FANCL,0.000244751668063481,0.0408411062257312,134.412978124165,1.94274052783947,0.118570553978804,0.166052297434367
CGN,0.000246529659425287,0.0408411062257312,59.4854564603153,5.778645580522,0.129795383131604,0.165302826055403
ELOVL6,0.000247030202202847,0.0408411062257312,63.130554646652,4.5499223954939,0.176137290938846,0.190099705607539
EXTL2,0.000294533031577338,0.0442307467922308,82.9425467331203,0.914636938351179,0.101714032429485,0.157894825246328
NSDHL,0.000295077171669766,0.0442307467922308,78.9508421563848,3.06525673332273,0.112423673062703,0.208187189036082
TTC14,0.000306100211612814,0.0453090632263488,178.069167264136,1.64790109348849,0.139384662321059,0.147456362549052
CASP1,0.000306782465338218,0.0453090632263488,161.214421819895,3.38092739845907,0.13045302767598,0.205374312868062
PHACTR2,0.000318775439557495,0.0457351677067989,54.17048040284,2.80653002993873,0.125983467116151,0.142367818583523
F3,0.000329897288926739,0.0469951556410105,1022.83773544465,5.51251579490873,0.129575300834287,0.130302938844996
TLE1,0.000349716398071909,0.0484441625632576,23.7049304121264,3.52230140482504,0.111366083577499,0.163575270848156
SLC6A6,0.000362260373403922,0.0491646071634539,301.281481716518,1.58225471503304,0.10232511375883,0.103118918697204
OLFML2A,0.000367141814207383,0.049218497318555,189.734255452523,1.61757952322792,0.102479183093002,0.112435860592519
KIAA0907,0.000372472332018758,0.049218497318555,378.802069929069,1.32762461940404,0.13026683752824,0.145212441536635
HYLS1,0.000373392643593373,0.049218497318555,43.6504916490193,0.684722998394649,0.128655725439031,0.145154749404257
FUT8,0.000401395621701051,0.0510280535284006,32.1075114075672,2.93675752589607,0.137519579088419,0.120798045292457
CDC20,0.000421985237261113,0.052974971722667,39.3258079258711,1.9892885785557,0.191669696868137,0.122408537059552
ARAP1,0.000448382262814295,0.0552527983490057,43.3802173700232,2.70782169667198,0.113977370418269,0.126054147354897
PDK4,0.000535181553616537,0.0628634893914723,31.5496273914147,3.74057324247866,0.49362263223335,0.17437191695046
SLCO3A1,0.000556508619886431,0.0642415640174647,130.503642872787,3.21588636511505,0.114461703160116,0.147101234343993
CRADD,0.000576043963346984,0.0658123004493728,182.490885542501,3.40864620251522,0.108332774493535,0.224745036940332
PPP1R3D,0.000576668569107319,0.0658123004493728,32.002134677726,4.78466271900729,0.117640853017892,0.11722407387301
CERK,0.00060069746866831,0.0677843222228745,192.803045312999,6.16965280039575,0.107116097538109,0.192473568494299
AMOTL2,0.00061096218227874,0.0681765910736154,43.818392496653,5.86717518934659,0.133968512983154,0.130385983005607
TBL1X,0.000631107927889007,0.0692701302709213,206.750545796649,3.20490363714813,0.105684109920678,0.157990058130365
CARD16 /// CASP1,0.00070121254280564,0.0749178464616707,136.265236935997,3.29994681447342,0.127398395097898,0.155456918223113
LEO1,0.000784539415628505,0.0813600200553337,159.120313421149,5.39845349320409,0.105283408879633,0.176677975331505
FAM111A,0.000798858617214293,0.0821602164428736,182.68827181455,2.64624583113189,0.102965747939807,0.14287322024412
ATP9A,0.000806300048064701,0.0822098617534395,26.156103262254,3.17565213883503,0.111381387893036,0.144628087065345
RGS3,0.000818683961449684,0.0830509396448402,24.2339917154875,0.968669125156114,0.13655990383995,0.159675736730054
MMAB,0.0008519473104871,0.0844139954389698,65.5485773941819,3.63263421946042,0.135705011226415,0.196072456499139
IRX3,0.000865263777966474,0.0851945502168363,402.752922215689,3.36158775633036,0.138096281255662,0.181217339501575
CCDC88A,0.000963550788990686,0.0925761401068044,43.3996781884031,2.29900071677518,0.144181023102945,0.18876821199089
BHLHE41,0.000974880124434252,0.0925761401068044,90.6290859777954,2.7004264017943,0.266381865945118,0.236065652028906
ABCG1,0.000995426947314026,0.0938692284683077,167.167036050664,5.89171066541777,0.15893014196544,0.144902004850875
SLC25A29,0.0010225606422285,0.0942645027329113,28.484416691156,3.93933687915059,0.172427541760783,0.156366769865883
WDR35,0.00113913679024957,0.100796042153978,47.5590160402537,2.38518393771648,0.100315070141839,0.136549300240262
FLVCR2,0.00116088119897773,0.101822968395924,17.0497330063751,3.67327725524366,0.139566621137711,0.172798497715115
AURKA,0.00130207509112412,0.109888572606383,59.3633356440598,1.22479571321729,0.171612480453109,0.154559991000735
PLAU,0.00132031116534592,0.110499041946409,161.657089006161,0.665120752581235,0.220012083324551,0.13506186556054
SLC35D2,0.00133366192981843,0.111153251130012,25.8834129995552,2.87466916020854,0.102960914761725,0.129362775024284
SAMD4A,0.00138921048631147,0.114829966370585,34.4603250013003,2.67069474797368,0.180190863957109,0.126607772543062
KLF12,0.00144534886368297,0.117380888015533,19.1619676866045,3.34620888955281,0.148416612650629,0.14740643189876
MFSD2A,0.00145825587955895,0.117380888015533,125.519481762104,3.26829987984654,0.134717680080072,0.116893137183294
REPS2,0.00148299101500626,0.117811407407999,22.6987727577188,3.17003690400544,0.115269218160992,0.124520719892785
IL20RA,0.00151578143851694,0.119148866494461,166.516133475395,5.91452896010503,0.113169578039803,0.154767100736143
PER2,0.0015245075519803,0.119148866494461,215.285965499374,3.58421103337855,0.226914564755629,0.269819771566975
FMO4,0.0015734691611422,0.121264301199549,32.6620753174749,3.02002540234472,0.120899614391899,0.128471327667208
ADCY2,0.00159842941186938,0.121613837753062,164.744550170809,2.19314398130313,0.126683830608955,0.147786019460547
DCAF16,0.0016404144426736,0.12357857681501,98.5164773643129,2.44790054684342,0.114618045856531,0.144768322933076
SGPP1,0.00164271034599262,0.12357857681501,209.126704032675,1.35502061136441,0.119797664513672,0.135448700151478
ZNF641,0.00167755682132475,0.125261733506056,63.9860464549014,1.21782626636367,0.132733886942752,0.109794757922803
NEDD4,0.00172706173044057,0.128006501541068,65.8413609973767,2.24788935420374,0.140894705408335,0.141046000531969
SCAPER,0.00181634482020954,0.132185152386698,56.7544069005955,3.34119214861061,0.154906894068459,0.201901871888872
IER5,0.00187889048037948,0.135266645838359,197.722681480442,6.01123487168649,0.12482341580163,0.134994586149591
WDSUB1,0.00200887716494225,0.141239911249696,69.934187097935,2.70648669762463,0.132850157799673,0.153596498990813
THADA,0.00204068679980529,0.141296335659432,99.7675026807617,3.57424755950085,0.119897876587559,0.231567619201802
SCLT1,0.00204366536365597,0.141296335659432,25.3531016794846,2.79684898797374,0.114187975968744,0.121877632075672
BASP1,0.00232908413162314,0.15558098172168,230.988937610898,2.55092551914341,0.118757161044319,0.104941686147136
GOLGA8A,0.00241688625550829,0.158789923332854,256.921380931317,1.84732869593613,0.168192170814778,0.107824510439474
SDR42E1,0.00244765096356692,0.159105233832379,95.48106847132,6.21560639291412,0.133885400833493,0.171184517596924
KY,0.00247028160003859,0.160058310381855,81.8728404073387,3.49301345373835,0.181166989463106,0.141945841180523
ZNF827,0.00251370675622653,0.161310907046537,61.6312159880636,2.65817103616166,0.159964548318679,0.153373803103093
NFE2L3,0.00253413353239618,0.162103841183789,74.5296575472863,5.85080178141897,0.132404321689913,0.102922551993078
C2orf68,0.00262841161562877,0.165430122636164,55.8938411310717,2.15945351538593,0.113011092455022,0.165008450807205
MTERF2,0.00274565701541651,0.170213786455729,80.497862045098,0.448572487978614,0.203769202811265,0.205520826492288
MAT2A,0.00276352581238504,0.170251607056363,1404.55896313347,1.58080730527376,0.102479518119716,0.109204123131454
SENP7,0.00277169548478695,0.170251607056363,106.625593128612,2.54281251814065,0.11245433696307,0.12949809092519
MSX2,0.00297472209050498,0.178228900955964,75.1193789542636,0.144077451808981,0.154082728214893,0.108811503204894
IFT172,0.00313107581019278,0.184430465464904,24.2202903838318,2.58691872216994,0.100649227258439,0.11146995112777
ELL3,0.00324369310740269,0.188236257935818,318.607724001061,2.60176385357421,0.128887997051299,0.126433470603586
CTPS2,0.00351719936816597,0.20013163316992,103.59099800588,2.43831191339185,0.101281248507665,0.127130031506755
MAT1A,0.00358513888776191,0.202848168167847,55.0810494622532,3.38677346563158,0.197876424603411,0.126766704754242
PLEKHH1,0.00369270070157346,0.205461457872035,23.7330736829908,1.38188851564417,0.107596172175454,0.103206707834552
NRXN3,0.00385262060407365,0.21201023959842,35.3249536592862,2.03923854904436,0.166875040056655,0.115046338166355
PIK3C2G,0.00389499212808597,0.213756316624959,93.9002719227686,3.14031519160937,0.12343570786746,0.127796159955803
C1RL,0.00405377245468186,0.218855501731587,50.9779199104532,2.64771896948537,0.123005371638239,0.146823093988493
GNG2,0.00407954743152583,0.218855501731587,150.059003509418,1.6961687164567,0.143950874161929,0.101406604555409
ZNF143,0.00410577598837369,0.219331426868282,28.6400810799909,3.03319627948633,0.113591067079482,0.116732915382716
SNRK,0.00438318480521083,0.229492177742712,676.866693124829,4.50423751181495,0.101258356099744,0.133488284854706
NHLH2,0.00445049972952494,0.230393653523809,108.764491208382,1.25705458535936,0.137887365943987,0.118917451241094
PRIM2,0.00454103971630881,0.232681948320864,28.2301968144009,3.0483035197637,0.114623965396268,0.113355183318357
STAMBPL1,0.00467708174286452,0.237231979513073,28.8403256179541,6.27046436301566,0.132466401899323,0.161569499837812
HIVEP1,0.00477691774925659,0.239274737934085,100.280070950521,2.287364674843,0.135895594844184,0.142692175848048
TBC1D8,0.00483201479919093,0.239789017042263,290.597594344646,1.62406485716117,0.131172281525376,0.11507996581823
GADD45A,0.00483493736443874,0.239789017042263,208.240455049852,0.446280515388574,0.129688962168753,0.116931061019579
LIMCH1,0.00509659795931094,0.247651238262103,252.022228775026,2.70713192331199,0.151298469814524,0.13213711347408
RASL11B,0.00512014802466165,0.247651238262103,21.4286386169167,0.109468810125741,0.208349916996269,0.118639924383155
C1QTNF3,0.0052733519725805,0.251700435374399,52.908510727763,2.54292532346545,0.169015837994353,0.158651821569333
TCF4,0.00527560904573443,0.251700435374399,378.017195421798,2.63002998915235,0.116711300674548,0.104275568043589
HMGCS1,0.00560816766216887,0.261525094440117,475.878544128908,3.07441631109498,0.108981613356357,0.141112572035366
LIFR,0.00587367958382279,0.268744255400147,82.5725271443451,1.20904480071315,0.260563400912135,0.132764783744159
DPP6,0.00591272363270234,0.26984300370079,23.8783985826536,1.59899083013519,0.201191895964866,0.102521932537034
KLF8,0.00607900528810101,0.27255111655535,170.660841691116,2.30092292071011,0.110637378768217,0.145580295212522
LRRK2,0.006197860503528,0.274038828496116,48.9611258756179,2.6850642119336,0.117999150592417,0.102793700022407
MSMO1,0.00630779928096603,0.27521339790342,705.796674310439,3.16328948673907,0.108852287400738,0.128239069995494
OGT,0.00636171064004243,0.275479874606413,165.087284579368,2.12950135708829,0.115989658382304,0.165521479664387
PTPRS,0.00677503382178968,0.282423140173836,79.5680526784151,2.39887726883193,0.10922009622628,0.134368166782686
EVA1C,0.00683585848326584,0.283688127055533,41.6149689758826,4.2767252805273,0.151031620224882,0.135718903628353
CBLB,0.00695333023468647,0.284527131132838,22.6228797551077,2.45108970184202,0.108220829085526,0.10302935400778
SOX6,0.00720208472043304,0.291068558741686,272.892135488101,2.86507714518858,0.113992478581739,0.146565154416529
SRBD1,0.00730813719947965,0.291271429336097,48.7709022569531,3.37572213757861,0.125496125136741,0.13072098589588
CXorf57,0.00779723341927974,0.30071342841473,17.5936333104103,2.37942070730089,0.109290424701,0.102232627581456
PSPH,0.00824553683121354,0.309569818302346,92.8402193581309,5.77384373854698,0.114015000982346,0.117040128856743
SRRT,0.00844567616551561,0.31473070771901,58.4161026663757,2.73393717662933,0.101642119288236,0.114700222704503
PLSCR4,0.00850629455316887,0.31581780479658,65.5135982185698,2.40031673539101,0.134743315084615,0.107377738333422
C3orf58,0.00866494082329716,0.31762635480388,122.9866057107,0.0535809053012315,0.13545914946473,0.190940587994686
SLC9A9,0.00886375196757139,0.320787967604755,90.7140113771935,3.85366596866728,0.134721155075834,0.148737198173122
CAMKK1,0.00944381576036646,0.329872673419834,67.3184696451759,3.02806375033939,0.136912914188241,0.116266753809202
ACOX3,0.00950508437325781,0.329872673419834,69.8417284087157,2.80451957645192,0.107574302080212,0.105940008682698
FAM107B,0.00982313662364431,0.33891962568343,247.169575998451,6.13463392281284,0.119549969955524,0.104745360876353
